# -- start of yaml config --
# ---
# app:
#   name: strand-cam-pylon
#   version: 0.11.1
#   git_hash: 313a43e8b8154508d78f5b914b2fc569781a68e7
# camera:
#   vendor: Basler
#   model: Basler-22117938
#   serial: "22117938"
#   width: 1280
#   height: 1024
# created_at: "2022-05-06T12:22:40.535831758+02:00"
# csv_rate_limit: ~
# object_detection_cfg:
#   do_update_background_model: false
#   polarity: DetectDark
#   alpha: 0.01
#   n_sigma: 7.0
#   bright_non_gaussian_cutoff: 255
#   bright_non_gaussian_replacement: 5
#   bg_update_interval: 200
#   diff_threshold: 30
#   use_cmp: true
#   max_num_points: 1
#   feature_window_size: 30
#   clear_fraction: 0.3
#   despeckle_threshold: 5
#   valid_region:
#     Circle:
#       center_x: 640
#       center_y: 512
#       radius: 512
# -- end of yaml config --
time_microseconds,frame,x_px,y_px,orientation_radians_mod_pi,central_moment,led_1,led_2,led_3
1199330,196138,404.6,377.0,1.504,3794,0,0,16000
1232728,196139,404.3,378.9,1.554,3825,0,0,16000
1266234,196140,403.2,381.4,-1.328,3913,0,0,16000
1299947,196141,401.6,383.9,-1.087,4018,0,0,16000
1332774,196142,399.6,386.5,-0.982,3982,0,0,16000
1365953,196143,397.5,388.8,-0.919,3876,0,0,16000
1399327,196144,395.7,391.1,-0.855,3993,0,0,16000
1432680,196145,393.9,392.9,-0.885,3918,0,0,16000
1466172,196146,392.8,394.6,-0.866,3865,0,0,16000
1499272,196147,391.6,396.6,-0.877,3936,0,0,16000
1533036,196148,390.1,398.7,-0.926,3841,0,0,16000
1566013,196149,389.3,399.9,-0.913,3915,0,0,16000
1599287,196150,388.3,401.6,-0.945,3918,0,0,16000
1632917,196151,387.0,403.5,-0.952,3837,0,0,16000
1665992,196152,385.8,405.5,-0.888,3844,0,0,16000
1699394,196153,384.2,407.3,-0.938,3898,0,0,16000
1732736,196154,383.0,409.3,-0.916,3762,0,0,16000
1766000,196155,381.2,411.6,-0.883,3832,0,0,16000
1799313,196156,379.4,413.0,-0.874,3924,0,0,16000
1832681,196157,377.7,414.7,-0.813,3900,0,0,16000
1865961,196158,375.4,416.6,-0.782,3821,0,0,16000
1899425,196159,373.4,418.1,-0.705,3711,0,0,16000
1932740,196160,371.5,419.3,-0.691,3691,0,0,16000
1965943,196161,369.4,420.2,-0.523,3759,0,0,16000
1999391,196162,367.5,420.6,-0.328,3711,0,0,16000
2032580,196163,365.3,420.2,-0.199,3616,0,0,16000
2065978,196164,363.3,419.8,-0.114,3615,0,0,16000
2099346,196165,361.7,419.8,-0.080,3640,0,0,16000
2132620,196166,360.9,419.8,-0.094,3557,0,0,16000
2166028,196167,360.9,419.8,-0.067,3599,0,0,16000
2199536,196168,360.8,419.8,-0.099,3421,0,0,16000
2232647,196169,360.9,419.9,-0.088,3514,0,0,16000
2266056,196170,361.0,419.9,-0.083,3577,0,0,16000
2299303,196171,360.9,419.9,-0.093,3525,0,0,16000
2332656,196172,360.9,419.8,-0.078,3542,0,0,16000
2365963,196173,360.9,419.9,-0.075,3561,0,0,16000
2399271,196174,361.0,419.9,-0.095,3535,0,0,16000
2432639,196175,360.9,419.9,-0.080,3569,0,0,16000
2466013,196176,360.9,419.8,-0.082,3531,0,0,16000
2499358,196177,360.9,419.9,-0.073,3514,0,0,16000
2532686,196178,360.9,419.8,-0.077,3617,0,0,16000
2566119,196179,360.9,419.9,-0.077,3581,0,0,16000
2599297,196180,360.8,419.8,-0.084,3476,0,0,16000
2632684,196181,360.9,419.8,-0.081,3597,0,0,16000
2666042,196182,360.8,419.9,-0.121,3525,0,0,16000
2699305,196183,360.9,420.1,-0.296,3580,0,0,16000
2732702,196184,360.7,420.5,-0.359,3480,0,0,16000
2766015,196185,360.5,421.1,-0.515,3526,0,0,16000
2799342,196186,359.8,422.3,-0.670,3476,0,0,16000
2832968,196187,358.6,424.3,-0.870,3609,0,0,16000
2866169,196188,357.7,426.5,-0.966,3558,0,0,16000
2899592,196189,356.5,429.8,-1.020,3551,0,0,16000
2933044,196190,355.1,432.2,-1.032,3677,0,0,16000
2965973,196191,354.0,434.5,-1.038,3718,0,0,16000
2999326,196192,352.5,436.6,-1.008,3548,0,0,16000
3032592,196193,351.1,438.8,-0.990,3600,0,0,16000
3066057,196194,349.6,440.8,-0.955,3576,0,0,16000
3099304,196195,347.7,442.4,-0.905,3579,0,0,16000
3132598,196196,346.0,443.9,-0.856,3708,0,0,16000
3165989,196197,344.2,445.1,-0.779,3524,0,0,16000
3199356,196198,341.5,445.9,-0.578,3516,0,0,16000
3232667,196199,339.9,445.8,-0.418,3394,0,0,16000
3265938,196200,339.0,445.5,-0.373,3378,0,0,16000
3299249,196201,338.9,445.5,-0.356,3388,0,0,16000
3332641,196202,338.9,445.6,-0.383,3418,0,0,16000
3365971,196203,339.0,445.6,-0.388,3409,0,0,16000
3399246,196204,339.0,445.5,-0.383,3339,0,0,16000
3432669,196205,339.0,445.4,-0.384,3370,0,0,16000
3465942,196206,338.9,445.5,-0.383,3381,0,0,16000
3499274,196207,338.9,445.5,-0.365,3470,0,0,16000
3532688,196208,338.8,445.5,-0.378,3413,0,0,16000
3565883,196209,338.8,445.6,-0.382,3303,0,0,16000
3599306,196210,338.9,445.5,-0.378,3435,0,0,16000
3632637,196211,338.9,445.5,-0.380,3451,0,0,16000
3666357,196212,338.7,445.6,-0.395,3421,0,0,16000
3699314,196213,338.8,445.4,-0.380,3421,0,0,16000
3732665,196214,338.9,445.4,-0.372,3317,0,0,16000
3765962,196215,338.8,445.4,-0.343,3413,0,0,16000
3799316,196216,338.7,445.2,-0.266,3460,0,0,16000
3832723,196217,338.6,444.9,-0.124,3419,0,0,16000
3865937,196218,338.5,444.3,0.013,3255,0,0,16000
3899285,196219,337.9,443.8,0.143,3285,0,0,16000
3932678,196220,337.3,442.9,0.287,3551,0,0,16000
3965967,196221,336.7,442.4,0.381,3361,0,0,16000
3999311,196222,335.8,441.1,0.565,3221,0,0,16000
4032632,196223,334.7,439.0,0.764,3286,0,0,16000
4065980,196224,334.2,437.4,0.842,3298,0,0,16000
4099275,196225,333.3,435.6,0.905,3162,0,0,16000
4132741,196226,332.2,433.6,0.891,3299,0,0,16000
4166003,196227,331.1,432.1,0.927,3412,0,0,16000
4199454,196228,330.1,430.6,0.926,3347,0,0,16000
4232729,196229,329.7,429.6,0.918,3281,0,0,16000
4266177,196230,329.3,428.9,0.911,3171,0,0,16000
4299404,196231,329.1,428.6,0.924,3226,0,0,16000
4332694,196232,329.1,428.6,0.943,3172,0,0,16000
4365918,196233,329.1,428.6,0.928,3143,0,0,16000
4399310,196234,329.1,428.6,0.940,3137,0,0,16000
4432637,196235,329.1,428.6,0.916,3174,0,0,16000
4466325,196236,329.1,428.6,0.925,3151,0,0,16000
4499276,196237,329.2,428.7,0.919,3122,0,0,16000
4532792,196238,329.1,428.6,0.909,3178,0,0,16000
4565992,196239,329.2,428.7,0.947,3152,0,0,16000
4599244,196240,329.1,428.6,0.927,3116,0,0,16000
4632615,196241,329.2,428.7,0.960,3062,0,0,16000
4666022,196242,329.2,428.7,0.904,3090,0,0,16000
4699254,196243,329.4,428.9,0.919,3097,0,0,16000
4732738,196244,329.4,428.8,0.907,3117,0,0,16000
4766216,196245,329.3,428.7,0.926,3112,0,0,16000
4799418,196246,329.3,428.8,0.926,3131,0,0,16000
4832724,196247,329.3,428.7,0.900,3134,0,0,16000
4865982,196248,329.3,428.8,0.920,3044,0,0,16000
4899261,196249,329.3,428.7,0.932,3048,0,0,16000
4932739,196250,329.3,428.7,0.917,3066,0,0,16000
4965913,196251,329.3,428.7,0.912,3070,0,0,16000
4999444,196252,329.3,428.7,0.918,3051,0,0,16000
5032648,196253,329.3,428.7,0.931,3043,0,0,16000
5066336,196254,329.2,428.7,0.905,3152,0,0,16000
5099337,196255,329.3,428.7,0.920,3090,0,0,16000
5132630,196256,329.2,428.7,0.895,3039,0,0,16000
5166071,196257,329.3,428.7,0.910,3076,0,0,16000
5199274,196258,329.3,428.7,0.931,3072,0,0,16000
5232670,196259,329.4,428.8,0.925,3090,0,0,16000
5266028,196260,329.2,428.6,0.898,3163,0,0,16000
5299217,196261,329.3,428.6,0.902,3068,0,0,16000
5332668,196262,329.2,428.7,0.912,3047,0,0,16000
5365989,196263,329.3,428.7,0.910,3046,0,0,16000
5399324,196264,329.2,428.6,0.900,3081,0,0,16000
5432961,196265,329.2,428.9,0.782,3009,0,0,16000
5466005,196266,329.1,429.2,0.595,3117,0,0,16000
5499203,196267,328.9,429.5,0.472,3159,0,0,16000
5532639,196268,328.6,429.6,0.397,3241,0,0,16000
5565952,196269,328.2,429.9,0.339,3130,0,0,16000
5599282,196270,328.0,430.1,0.288,3130,0,0,16000
5632594,196271,328.0,430.4,0.253,3132,0,0,16000
5665922,196272,327.9,430.8,0.103,3065,0,0,16000
5699344,196273,327.7,431.1,-0.040,3065,0,0,16000
5732611,196274,327.6,431.3,-0.311,3205,0,0,16000
5765833,196275,327.7,432.1,-0.494,3233,0,0,16000
5799261,196276,327.7,432.7,-0.640,3325,0,0,16000
5832609,196277,327.6,433.3,-0.858,3198,0,0,16000
5865914,196278,327.4,434.6,-1.053,3369,0,0,16000
5899452,196279,327.3,435.9,-1.186,3409,0,0,16000
5932618,196280,327.5,437.4,-1.338,3280,0,0,16000
5965909,196281,327.9,439.1,-1.516,3389,0,0,16000
5999403,196282,328.1,440.8,-1.488,3463,0,0,16000
6032571,196283,328.0,442.5,-1.514,3306,0,0,16000
6066017,196284,328.3,444.6,-1.549,3353,0,0,16000
6099254,196285,328.0,446.3,-1.530,3320,0,0,16000
6132575,196286,328.0,447.7,-1.515,3374,0,0,16000
6166025,196287,328.2,449.2,-1.520,3404,0,0,16000
6199302,196288,328.1,450.4,-1.484,3402,0,0,16000
6232483,196289,327.9,450.4,-1.533,3412,0,0,16000
6265947,196290,327.9,450.2,-1.524,3399,0,0,16000
6299142,196291,327.9,450.2,-1.498,3450,0,0,16000
6332573,196292,328.0,450.3,-1.512,3460,0,0,16000
6365804,196293,327.9,450.3,-1.517,3402,0,0,16000
6399217,196294,327.9,450.3,-1.521,3387,0,0,16000
6432673,196295,327.9,450.2,-1.514,3418,0,0,16000
6465871,196296,327.9,450.3,-1.509,3422,0,0,16000
6499299,196297,327.8,450.5,-1.480,3394,0,0,16000
6532475,196298,327.6,451.2,-1.461,3306,0,0,16000
6565999,196299,327.4,452.2,-1.420,3296,0,0,16000
6599306,196300,327.0,453.0,-1.384,3377,0,0,16000
6632488,196301,326.2,453.1,-1.235,3356,0,0,16000
6665892,196302,325.8,453.3,-1.208,3404,0,0,16000
6699247,196303,325.6,453.6,-1.193,3386,0,0,16000
6732502,196304,325.3,454.5,-1.196,3393,0,0,16000
6765868,196305,325.0,454.9,-1.217,3406,0,0,16000
6799180,196306,324.9,455.2,-1.229,3386,0,0,16000
6832592,196307,325.5,455.1,-1.528,3541,0,0,16000
6865854,196308,326.1,454.7,1.402,3484,0,0,16000
6899275,196309,327.0,454.6,1.116,3475,0,0,16000
6932600,196310,327.9,455.4,0.811,3527,0,0,16000
6965881,196311,329.8,456.0,0.666,3489,0,0,16000
6999169,196312,332.0,456.3,0.545,3621,0,0,16000
7032465,196313,334.7,456.9,0.525,3646,0,0,16000
7066006,196314,337.0,457.7,0.522,3527,0,0,16000
7099274,196315,339.5,458.4,0.521,3579,0,0,16000
7132584,196316,342.3,460.0,0.520,3589,0,0,16000
7165816,196317,344.2,460.7,0.517,3462,0,0,16000
7199284,196318,345.9,461.6,0.546,3541,0,0,16000
7232647,196319,346.6,462.2,0.526,3535,0,0,16000
7265879,196320,347.0,462.4,0.567,3441,0,0,16000
7299179,196321,347.8,462.9,0.612,3540,0,0,16000
7332516,196322,348.7,463.2,0.615,3505,0,0,16000
7365863,196323,349.2,463.0,0.586,3574,0,0,16000
7399243,196324,349.2,463.7,0.671,3448,0,0,16000
7432577,196325,350.7,464.1,0.642,3697,0,0,16000
7465791,196326,351.6,463.9,0.575,3663,0,0,16000
7499295,196327,352.6,463.7,0.488,3669,0,0,16000
7532570,196328,353.4,463.9,0.351,3653,0,0,16000
7565971,196329,355.3,463.3,0.189,3603,0,0,16000
7599301,196330,357.5,463.5,0.217,3723,0,0,16000
7632547,196331,359.0,464.1,0.194,3617,0,0,16000
7665963,196332,360.0,464.3,0.210,3641,0,0,16000
7699156,196333,360.5,464.5,0.201,3599,0,0,16000
7732469,196334,360.7,464.5,0.203,3553,0,0,16000
7765858,196335,361.1,464.5,0.204,3434,0,0,16000
7799182,196336,361.3,464.5,0.201,3558,0,0,16000
7832605,196337,361.3,464.5,0.210,3501,0,0,16000
7865829,196338,361.4,464.6,0.280,3500,0,0,16000
7899588,196339,361.4,464.6,0.275,3425,0,0,16000
7932583,196340,361.6,464.7,0.270,3363,0,0,16000
7965892,196341,361.9,464.2,0.148,3634,0,0,16000
7999319,196342,361.8,462.9,-0.187,3590,0,0,16000
8032585,196343,361.7,462.2,-0.367,3709,0,0,16000
8065929,196344,362.7,460.7,-0.497,3664,0,0,16000
8099268,196345,364.1,459.3,-0.618,3837,0,0,16000
8132580,196346,365.3,458.2,-0.629,3731,0,0,16000
8165856,196347,367.0,456.5,-0.631,3814,0,0,16000
8199288,196348,370.0,454.2,-0.627,3754,0,0,16000
8232552,196349,372.6,452.7,-0.611,3735,0,0,16000
8265953,196350,374.7,450.8,-0.531,3649,0,0,16000
8299188,196351,377.6,449.4,-0.505,3744,0,0,16000
8332585,196352,380.4,447.6,-0.417,3766,0,0,16000
8366183,196353,384.2,446.3,-0.342,4046,0,0,16000
8399263,196354,387.7,445.0,-0.203,3948,0,0,16000
8432576,196355,391.3,444.7,-0.174,3944,0,0,16000
8465884,196356,394.5,444.3,-0.183,3962,0,0,16000
8499256,196357,398.3,444.0,-0.076,3986,0,0,16000
8532547,196358,401.7,444.4,-0.026,4003,0,0,16000
8565935,196359,403.5,444.3,0.020,4107,0,0,16000
8599265,196360,406.2,444.8,0.062,4037,0,0,16000
8632599,196361,408.8,445.7,0.215,4094,0,0,16000
8665775,196362,411.4,446.9,0.308,4019,0,0,16000
8699201,196363,414.6,449.1,0.428,4107,0,0,16000
8732674,196364,415.9,450.4,0.513,4131,0,0,16000
8765835,196365,418.2,453.0,0.699,4165,0,0,16000
8799129,196366,420.3,455.5,0.766,4250,0,0,16000
8832486,196367,422.2,458.5,0.809,4085,0,0,16000
8865955,196368,424.3,461.3,0.799,4235,0,0,16000
8899237,196369,426.1,463.7,0.844,4114,0,0,16000
8932496,196370,428.1,466.7,0.839,4282,0,0,16000
8965855,196371,430.3,469.1,0.862,4310,0,0,16000
8999270,196372,432.4,472.3,0.851,4213,0,0,16000
9032645,196373,433.9,474.3,0.922,4335,0,0,16000
9065954,196374,434.8,476.9,0.979,4242,0,0,16000
9099153,196375,435.5,479.3,0.990,4359,0,0,16000
9132500,196376,436.5,481.4,1.015,4352,0,0,16000
9165840,196377,437.4,484.3,1.038,4279,0,0,16000
9199324,196378,438.5,486.2,1.010,4391,0,0,16000
9232607,196379,439.2,487.7,1.042,4418,0,0,16000
9265785,196380,439.8,489.8,1.082,4494,0,0,16000
9299235,196381,440.3,491.5,1.053,4396,0,0,16000
9332545,196382,441.2,493.7,1.056,4433,0,0,16000
9365986,196383,442.0,495.9,1.030,4366,0,0,16000
9399255,196384,443.5,498.0,1.031,4443,0,0,16000
9432547,196385,445.2,500.7,1.038,4344,0,0,16000
9465980,196386,446.4,503.4,1.035,4420,0,0,16000
9499302,196387,448.0,505.8,1.046,4521,0,0,16000
9532495,196388,448.9,508.8,1.039,4320,0,0,16000
9565902,196389,450.1,511.5,1.094,4334,0,0,16000
9599114,196390,451.3,515.1,1.117,4306,0,0,16000
9632588,196391,452.4,518.4,1.168,4494,0,0,16000
9665815,196392,453.1,521.0,1.218,4465,0,0,16000
9699173,196393,453.4,524.2,1.319,4393,0,0,16000
9732619,196394,454.4,526.9,1.275,4434,0,0,16000
9765856,196395,454.9,530.3,1.308,4318,0,0,16000
9799142,196396,455.7,533.3,1.278,4514,0,0,16000
9832573,196397,456.4,536.5,1.250,4481,0,0,16000
9865850,196398,457.3,539.3,1.176,4383,0,0,16000
9899243,196399,458.8,542.2,1.201,4425,0,0,16000
9932530,196400,459.8,545.5,1.181,4462,0,0,16000
9965852,196401,461.2,548.1,1.137,4552,0,0,16000
9999172,196402,462.8,550.5,1.012,4542,0,0,16000
10032550,196403,464.3,550.7,0.638,4522,0,0,16000
10065971,196404,466.7,550.8,0.460,4450,0,0,16000
10099235,196405,469.4,550.9,0.305,4464,0,0,16000
10132788,196406,473.1,551.0,0.345,4554,0,0,16000
10165780,196407,476.2,551.7,0.268,4497,0,0,16000
10199125,196408,479.9,551.9,0.283,4600,0,0,16000
10232583,196409,483.9,552.9,0.239,4498,0,0,16000
10265851,196410,487.5,553.6,0.265,4453,0,0,16000
10299201,196411,491.4,554.4,0.285,4476,0,0,16000
10332445,196412,495.1,555.1,0.355,4542,0,0,16000
10365869,196413,499.6,556.8,0.371,4495,0,0,16000
10399217,196414,503.0,558.2,0.412,4662,0,0,16000
10432480,196415,506.9,559.8,0.467,4526,0,0,16000
10465796,196416,510.4,562.0,0.516,4735,0,0,16000
10499296,196417,513.7,564.0,0.573,4712,0,0,16000
10532581,196418,516.9,566.2,0.601,4720,0,0,16000
10565959,196419,520.4,568.6,0.645,4657,0,0,16000
10599219,196420,523.2,571.4,0.656,4779,0,0,16000
10632525,196421,526.6,574.0,0.653,4688,0,0,16000
10665892,196422,528.7,577.1,0.817,4832,0,0,16000
10699135,196423,530.2,580.0,1.086,4724,0,0,16000
10732489,196424,530.2,584.8,1.319,4850,0,0,16000
10765800,196425,529.7,588.3,1.485,4861,0,0,16000
10799267,196426,529.1,592.3,1.539,4865,0,0,16000
10832624,196427,529.0,596.4,1.557,4718,0,0,16000
10865937,196428,528.8,600.0,1.545,4711,0,0,16000
10899259,196429,529.2,603.5,1.541,4688,0,0,16000
10932534,196430,529.2,607.1,1.539,4565,0,0,16000
10965888,196431,530.0,611.1,-1.555,4529,0,0,16000
10999191,196432,529.6,614.6,-1.541,4614,0,0,16000
11032528,196433,529.7,618.2,-1.527,4492,0,0,16000
11065951,196434,529.3,621.8,-1.497,4573,0,0,16000
11099158,196435,529.3,625.2,-1.456,4636,0,0,16000
11132560,196436,528.8,628.5,-1.454,4574,0,0,16000
11165767,196437,528.3,631.1,-1.423,4505,0,0,16000
11199067,196438,528.1,634.1,-1.377,4499,0,0,16000
11232538,196439,526.5,637.1,-1.328,4515,0,0,16000
11265843,196440,525.5,640.0,-1.215,4463,0,0,16000
11299221,196441,523.6,643.0,-1.159,4448,0,0,16000
11332524,196442,521.6,646.0,-1.084,4463,0,0,16000
11365941,196443,519.7,649.0,-1.079,4412,0,0,16000
11399224,196444,517.7,651.8,-1.046,4514,0,0,16000
11432581,196445,515.8,654.8,-1.018,4303,0,0,16000
11465794,196446,513.5,657.7,-1.001,4260,0,0,16000
11499092,196447,512.0,660.6,-1.023,4198,0,0,16000
11532453,196448,510.6,663.1,-1.064,4221,0,0,16000
11565860,196449,509.5,665.9,-1.128,4200,0,0,16000
11599302,196450,508.9,668.5,-1.133,4196,0,0,16000
11632560,196451,507.9,671.5,-1.172,4133,0,0,16000
11665896,196452,507.5,674.2,-1.264,4118,0,0,16000
11699217,196453,507.6,676.9,-1.411,4212,0,0,16000
11732568,196454,508.1,679.3,-1.528,4204,0,0,16000
11765836,196455,508.7,682.5,-1.537,4096,0,0,16000
11799145,196456,508.8,685.6,-1.569,4281,0,0,16000
11832498,196457,509.3,688.4,-1.538,4027,0,0,16000
11865902,196458,509.2,691.1,-1.544,4085,0,0,16000
11899227,196459,509.3,693.7,-1.533,3951,0,0,16000
11932466,196460,508.9,697.0,-1.475,3866,0,0,16000
11965906,196461,508.4,699.9,-1.437,4093,0,0,16000
11999229,196462,508.2,701.7,-1.437,4046,0,0,16000
12032537,196463,507.6,704.3,-1.420,4062,0,0,16000
12065966,196464,507.2,706.3,-1.426,4021,0,0,16000
12099239,196465,506.9,709.2,-1.418,3835,0,0,16000
12132506,196466,506.4,711.4,-1.401,3843,0,0,16000
12165897,196467,506.1,713.7,-1.370,3968,0,0,16000
12199279,196468,505.3,715.7,-1.309,3915,0,0,16000
12232497,196469,504.6,717.5,-1.325,3872,0,0,16000
12265907,196470,503.9,718.7,-1.270,3993,0,0,16000
12299334,196471,502.9,720.0,-1.102,3815,0,0,16000
12332694,196472,501.3,720.7,-0.959,3785,0,0,16000
12365894,196473,500.2,721.1,-0.774,3769,0,0,16000
12399209,196474,498.0,721.6,-0.526,3870,0,0,16000
12432530,196475,495.3,721.8,-0.384,3787,0,0,16000
12465815,196476,492.8,722.1,-0.308,3712,0,0,16000
12499071,196477,489.5,722.5,-0.293,3760,0,0,16000
12532544,196478,486.8,723.4,-0.294,3773,0,0,16000
12565886,196479,483.7,723.8,-0.299,3733,0,0,16000
12599064,196480,481.4,724.4,-0.277,3700,0,0,16000
12632603,196481,478.4,725.4,-0.296,3647,0,0,16000
12666225,196482,476.1,726.0,-0.316,3756,0,0,16000
12699171,196483,473.5,727.2,-0.320,3621,0,0,16000
12732571,196484,471.6,728.1,-0.375,3574,0,0,16000
12765809,196485,471.2,728.3,-0.397,3512,0,0,16000
12799309,196486,471.0,728.3,-0.395,3511,0,0,16000
12832502,196487,471.0,728.4,-0.383,3583,0,0,16000
12866001,196488,471.0,728.3,-0.369,3578,0,0,16000
12899213,196489,471.1,728.4,-0.370,3534,0,0,16000
12932452,196490,471.1,728.4,-0.349,3487,0,0,16000
12965835,196491,471.1,728.3,-0.395,3541,0,0,16000
12999130,196492,471.0,728.4,-0.374,3567,0,0,16000
13032458,196493,471.1,728.3,-0.367,3590,0,0,16000
13065883,196494,471.1,728.4,-0.386,3570,0,0,16000
13099131,196495,471.2,728.4,-0.370,3630,0,0,16000
13132446,196496,471.0,728.4,-0.373,3445,0,0,16000
13167872,196497,470.8,728.7,-0.454,3458,0,0,16000
13199259,196498,471.1,729.3,-0.657,3668,0,0,16000
13232498,196499,471.2,729.6,-0.782,3634,0,0,16000
13265781,196500,471.2,730.7,-0.963,3620,0,0,16000
13299164,196501,470.9,732.9,-1.033,3700,0,0,16000
13332525,196502,470.4,734.8,-1.120,3676,0,0,16000
13365876,196503,470.4,737.0,-1.098,3613,0,0,16000
13399180,196504,470.0,739.8,-1.076,3537,0,0,16000
13432520,196505,469.4,741.5,-1.090,3547,0,0,16000
13465743,196506,469.2,742.0,-1.072,3541,0,0,16000
13499145,196507,469.1,741.9,-1.077,3478,0,0,16000
13532594,196508,469.2,742.1,-1.084,3481,0,0,16000
13565932,196509,469.1,742.0,-1.081,3401,0,0,16000
13599179,196510,469.2,741.8,-1.070,3470,0,0,16000
13632499,196511,469.2,741.9,-1.104,3547,0,0,16000
13665784,196512,469.2,741.8,-1.057,3525,0,0,16000
13699183,196513,469.2,741.9,-1.072,3479,0,0,16000
13732595,196514,469.1,742.0,-1.047,3539,0,0,16000
13766196,196515,469.2,741.9,-1.055,3552,0,0,16000
13799202,196516,469.2,741.8,-1.062,3459,0,0,16000
13832451,196517,469.2,741.9,-1.061,3389,0,0,16000
13865817,196518,469.2,741.9,-1.042,3424,0,0,16000
13899158,196519,469.1,741.8,-1.076,3459,0,0,16000
13932472,196520,469.1,741.9,-1.034,3423,0,0,16000
13965881,196521,469.2,741.8,-1.037,3474,0,0,16000
13999162,196522,469.2,741.7,-1.040,3581,0,0,16000
14032368,196523,469.1,741.8,-1.046,3464,0,0,16000
14065863,196524,469.1,741.8,-1.019,3414,0,0,16000
14099089,196525,469.0,741.9,-1.034,3493,0,0,16000
14132476,196526,469.0,741.8,-1.055,3447,0,0,16000
14165752,196527,469.1,741.7,-1.062,3545,0,0,16000
14199169,196528,469.1,741.8,-1.066,3549,0,0,16000
14232617,196529,469.1,741.8,-1.053,3402,0,0,16000
14265862,196530,469.0,741.9,-1.061,3408,0,0,16000
14299122,196531,469.0,741.8,-1.077,3422,0,0,16000
14332464,196532,469.0,741.8,-1.038,3583,0,0,16000
14365908,196533,469.0,741.9,-1.053,3445,0,0,16000
14399152,196534,469.0,741.9,-1.071,3353,0,0,16000
14432452,196535,469.0,741.8,-1.044,3510,0,0,16000
14465893,196536,469.0,741.9,-1.037,3447,0,0,16000
14499169,196537,469.0,741.9,-1.057,3372,0,0,16000
14532506,196538,469.0,741.8,-1.065,3488,0,0,16000
14565839,196539,468.9,741.9,-1.080,3443,0,0,16000
14599081,196540,469.0,741.7,-1.074,3524,0,0,16000
14632504,196541,468.9,741.8,-1.062,3436,0,0,16000
14665722,196542,468.9,741.9,-1.086,3395,0,0,16000
14699175,196543,468.9,741.8,-1.070,3491,0,0,16000
14732496,196544,468.9,741.8,-1.066,3404,0,0,16000
