# -- start of yaml config --
# ---
# app:
#   name: strand-cam-pylon
#   version: 0.11.1
#   git_hash: 313a43e8b8154508d78f5b914b2fc569781a68e7
# camera:
#   vendor: Basler
#   model: Basler-22117938
#   serial: "22117938"
#   width: 1280
#   height: 1024
# created_at: "2022-05-05T15:34:50.519206191+02:00"
# csv_rate_limit: ~
# object_detection_cfg:
#   do_update_background_model: false
#   polarity: DetectDark
#   alpha: 0.01
#   n_sigma: 7.0
#   bright_non_gaussian_cutoff: 255
#   bright_non_gaussian_replacement: 5
#   bg_update_interval: 200
#   diff_threshold: 30
#   use_cmp: true
#   max_num_points: 1
#   feature_window_size: 30
#   clear_fraction: 0.3
#   despeckle_threshold: 5
#   valid_region:
#     Circle:
#       center_x: 640
#       center_y: 512
#       radius: 512
# -- end of yaml config --
time_microseconds,frame,x_px,y_px,orientation_radians_mod_pi,central_moment,led_1,led_2,led_3
3297122,565135,868.4,297.5,-1.330,6851,0,0,16000
3330282,565136,866.5,302.4,-1.143,6689,0,0,16000
3363565,565137,862.7,306.4,-0.879,7174,0,0,16000
3396919,565138,857.7,309.7,-0.623,6664,0,0,16000
3430637,565139,853.2,311.3,-0.561,7141,0,0,16000
3464671,565140,848.5,314.7,-0.502,7135,0,0,16000
3497029,565141,845.0,317.5,-0.555,7109,0,0,16000
3530343,565142,841.3,321.8,-0.713,7442,0,0,16000
3563530,565143,836.8,326.1,-0.739,7258,0,0,16000
3597012,565144,833.2,331.7,-0.756,6949,0,0,16000
3630758,565145,829.7,336.0,-0.837,7092,0,0,16000
3663514,565146,826.2,340.3,-0.772,7092,0,0,16000
3696916,565147,821.8,343.9,-0.748,7650,0,0,16000
3730268,565148,818.1,348.2,-0.701,7647,0,0,16000
3763665,565149,813.8,352.0,-0.695,7682,0,0,16000
3797635,565150,809.7,355.9,-0.640,7539,0,0,16000
3830272,565151,804.9,359.5,-0.649,7757,0,0,16000
3863634,565152,800.8,363.3,-0.623,7852,0,0,16000
3896982,565153,795.7,366.7,-0.564,7998,0,0,16000
3930321,565154,790.6,369.8,-0.540,7860,0,0,16000
3963620,565155,785.4,372.6,-0.557,8117,0,0,16000
3996973,565156,780.8,376.4,-0.589,8115,0,0,16000
4030236,565157,776.4,379.8,-0.587,8257,0,0,16000
4063815,565158,772.0,383.3,-0.553,8156,0,0,16000
4096973,565159,766.9,386.8,-0.505,8230,0,0,16000
4130406,565160,762.1,389.7,-0.472,8253,0,0,16000
4163604,565161,757.4,391.9,-0.458,8344,0,0,16000
4196925,565162,751.7,393.7,-0.400,8298,0,0,16000
4230237,565163,746.1,395.5,-0.369,8275,0,0,16000
4263563,565164,740.0,397.0,-0.363,8482,0,0,16000
4296871,565165,735.0,399.4,-0.357,8421,0,0,16000
4330218,565166,730.1,401.9,-0.319,8513,0,0,16000
4363736,565167,724.5,403.8,-0.279,8193,0,0,16000
4396870,565168,718.9,405.4,-0.263,8289,0,0,16000
4430211,565169,713.2,407.7,-0.322,8085,0,0,16000
4463639,565170,707.6,408.8,-0.264,8078,0,0,16000
4496885,565171,702.2,409.9,-0.224,7741,0,0,16000
4530239,565172,696.2,410.0,-0.042,7690,0,0,16000
4563605,565173,690.0,409.3,0.009,7781,0,0,16000
4596907,565174,684.8,409.4,0.030,7952,0,0,16000
4630248,565175,679.1,409.2,0.070,7880,0,0,16000
4663600,565176,673.7,408.6,0.124,7822,0,0,16000
4697042,565177,668.1,407.8,0.176,7640,0,0,16000
4730228,565178,662.3,407.0,0.222,7675,0,0,16000
4763511,565179,656.7,405.5,0.251,7491,0,0,16000
4796981,565180,651.2,403.7,0.296,7604,0,0,16000
4830182,565181,645.8,401.8,0.348,7482,0,0,16000
4863589,565182,641.2,400.3,0.384,7359,0,0,16000
4896806,565183,636.4,397.9,0.435,7131,0,0,16000
4930178,565184,631.0,395.8,0.469,7460,0,0,16000
4963527,565185,626.3,393.1,0.521,7124,0,0,16000
4996876,565186,622.1,389.9,0.680,7283,0,0,16000
5030294,565187,618.8,385.3,0.795,7041,0,0,16000
5063599,565188,615.8,381.7,0.901,6891,0,0,16000
5096870,565189,612.6,376.9,0.959,6983,0,0,16000
5130192,565190,609.8,372.4,1.026,7079,0,0,16000
5163512,565191,607.1,368.4,1.005,6603,0,0,16000
5197154,565192,603.4,363.9,0.998,6863,0,0,16000
5230229,565193,600.0,359.6,1.014,6707,0,0,16000
5263523,565194,597.2,355.5,1.057,6904,0,0,16000
5297056,565195,594.2,350.3,1.091,6574,0,0,16000
5330239,565196,591.7,345.3,1.138,6904,0,0,16000
5363750,565197,589.5,340.1,1.086,6475,0,0,16000
5396976,565198,587.0,335.7,1.108,6887,0,0,16000
5430208,565199,584.7,330.9,1.156,6731,0,0,16000
5463589,565200,582.6,326.4,1.210,6786,0,0,16000
5496898,565201,581.5,322.4,1.135,6513,0,0,16000
5530327,565202,579.8,318.2,1.193,6681,0,0,16000
5563493,565203,579.2,316.4,1.209,6427,0,0,16000
5596852,565204,577.7,311.9,1.318,6479,0,0,16000
5630547,565205,576.5,307.2,1.297,6442,0,0,16000
5663505,565206,575.1,302.8,1.317,6392,0,0,16000
5696906,565207,574.0,298.2,1.344,6564,0,0,16000
5730186,565208,572.7,292.6,1.419,6375,0,0,16000
5763524,565209,572.1,287.7,1.380,6270,0,0,16000
5796772,565210,571.1,282.5,1.483,6227,0,0,16000
5830262,565211,570.7,277.7,1.502,6151,0,0,16000
5863762,565212,570.5,272.6,1.560,6258,0,0,16000
5896914,565213,570.2,268.1,-1.570,6114,0,0,16000
5930422,565214,570.2,264.2,-1.505,6075,0,0,16000
5963522,565215,570.1,259.3,-1.522,6194,0,0,16000
5996849,565216,569.7,254.1,-1.541,6053,0,0,16000
6030236,565217,569.2,249.7,-1.508,6126,0,0,16000
6063492,565218,569.1,245.7,-1.491,5865,0,0,16000
6096906,565219,568.7,242.5,-1.461,5954,0,0,16000
6130465,565220,568.8,240.1,-1.481,6099,0,0,16000
6163646,565221,568.9,239.4,-1.475,5919,0,0,16000
6196898,565222,568.9,239.1,-1.476,6038,0,0,16000
6230250,565223,568.8,239.0,-1.482,5879,0,0,16000
6263668,565224,568.7,239.1,-1.503,6024,0,0,16000
6296998,565225,568.7,238.7,-1.493,5859,0,0,16000
6330393,565226,568.7,238.5,-1.528,5910,0,0,16000
6363809,565227,568.9,238.5,-1.556,5896,0,0,16000
6396904,565228,568.9,238.5,-1.525,5952,0,0,16000
6430396,565229,568.9,238.2,-1.506,5847,0,0,16000
6463646,565230,569.1,236.8,-1.523,6148,0,0,16000
6496946,565231,568.7,235.4,-1.477,5811,0,0,16000
6530234,565232,568.6,233.7,-1.469,6003,0,0,16000
6563509,565233,568.7,230.6,-1.465,6072,0,0,16000
6597302,565234,568.9,228.7,-1.487,5933,0,0,16000
6630411,565235,569.5,227.9,-1.508,6000,0,0,16000
6663725,565236,569.3,227.4,1.560,5657,0,0,16000
6696949,565237,569.5,227.0,1.564,5824,0,0,16000
6730160,565238,569.7,227.0,1.500,5918,0,0,16000
6763741,565239,569.9,226.9,1.504,5866,0,0,16000
6796996,565240,570.0,226.8,1.516,5875,0,0,16000
6830358,565241,570.0,226.7,1.539,5867,0,0,16000
6863764,565242,570.0,226.9,1.542,5883,0,0,16000
6897063,565243,569.9,226.7,1.527,5871,0,0,16000
6930494,565244,570.0,226.0,1.455,5576,0,0,16000
6963715,565245,569.2,225.1,1.560,5493,0,0,16000
6996936,565246,569.4,224.7,-1.568,5464,0,0,16000
7030297,565247,569.2,224.4,-1.524,5734,0,0,16000
7063500,565248,569.3,224.4,1.541,5972,0,0,16000
7097018,565249,569.2,224.3,-1.552,5893,0,0,16000
7130433,565250,568.3,222.9,1.420,5931,0,0,16000
7163736,565251,566.4,221.2,1.323,5787,0,0,16000
7197011,565252,564.3,217.9,1.286,5923,0,0,16000
7230228,565253,562.4,214.3,1.260,5899,0,0,16000
7263641,565254,560.7,210.9,1.275,5599,0,0,16000
7296898,565255,558.5,206.8,1.232,5489,0,0,16000
7330317,565256,556.8,204.2,1.276,5580,0,0,16000
7363713,565257,556.2,202.9,1.304,5435,0,0,16000
7397013,565258,556.1,202.8,1.315,5469,0,0,16000
7430398,565259,556.2,202.5,1.264,5269,0,0,16000
7463759,565260,555.9,202.4,1.270,5475,0,0,16000
7496976,565261,555.8,202.3,1.393,5327,0,0,16000
7530247,565262,555.9,202.3,1.313,5249,0,0,16000
7563750,565263,555.8,202.3,1.330,5423,0,0,16000
7597053,565264,555.9,202.2,1.275,5517,0,0,16000
7630276,565265,555.6,201.4,-1.529,5500,0,0,16000
7663592,565266,556.6,200.0,-1.063,5505,0,0,16000
7696973,565267,558.0,198.7,-0.574,5547,0,0,16000
7730184,565268,559.2,198.6,-0.626,5784,0,0,16000
7763698,565269,559.8,198.5,-0.642,5712,0,0,16000
7796932,565270,560.0,198.1,-0.622,5827,0,0,16000
7830305,565271,560.7,197.7,-0.711,5807,0,0,16000
7863761,565272,560.9,197.8,-0.741,5859,0,0,16000
7896955,565273,560.7,197.6,-0.729,5815,0,0,16000
7930411,565274,561.0,197.9,-0.794,6013,0,0,16000
7963739,565275,561.4,197.4,-0.860,5835,0,0,16000
7996947,565276,561.7,197.3,-0.915,5468,0,0,16000
8030269,565277,561.5,197.2,-0.907,6043,0,0,16000
8063430,565278,561.6,197.1,-0.887,5909,0,0,16000
8097047,565279,561.7,197.2,-0.911,5926,0,0,16000
8130232,565280,561.6,196.6,-0.890,5888,0,0,16000
8163541,565281,561.9,196.2,-0.960,5980,0,0,16000
8197018,565282,562.4,196.1,-1.078,5588,0,0,16000
8230265,565283,562.0,196.2,-0.996,5987,0,0,16000
8263779,565284,562.1,196.0,-1.004,6029,0,0,16000
8296917,565285,562.4,195.9,-1.068,5716,0,0,16000
8330602,565286,562.2,195.9,-1.041,5704,0,0,16000
8363549,565287,561.8,196.0,-0.964,6189,0,0,16000
8396930,565288,562.0,195.6,-0.969,6209,0,0,16000
8430321,565289,561.9,195.5,-0.983,6046,0,0,16000
8463688,565290,562.0,195.3,-1.004,5689,0,0,16000
8496940,565291,562.0,195.2,-0.979,5568,0,0,16000
8530259,565292,561.8,195.3,-0.995,6207,0,0,16000
8563842,565293,562.0,195.3,-1.012,6303,0,0,16000
8597040,565294,562.4,195.4,-1.139,5858,0,0,16000
8630191,565295,562.5,195.3,-1.204,6110,0,0,16000
8663629,565296,562.0,195.2,-1.071,6364,0,0,16000
8697079,565297,561.9,194.9,-0.916,6039,0,0,16000
8730225,565298,561.9,193.9,-0.871,5897,0,0,16000
8763580,565299,562.9,193.5,-0.888,5908,0,0,16000
8796916,565300,563.4,193.3,-0.880,5894,0,0,16000
8830453,565301,563.7,193.3,-0.914,5878,0,0,16000
8863880,565302,563.9,193.4,-0.922,5771,0,0,16000
8896921,565303,564.1,193.6,-0.925,5670,0,0,16000
8930312,565304,564.1,193.7,-0.897,5561,0,0,16000
8964017,565305,564.4,193.8,-0.566,5685,0,0,16000
8997159,565306,565.7,194.4,-0.269,6027,0,0,16000
9030228,565307,569.2,193.4,-0.099,6206,0,0,16000
9063514,565308,573.0,192.4,-0.167,5919,0,0,16000
9096846,565309,575.9,190.9,-0.063,5911,0,0,16000
9130149,565310,578.4,189.9,-0.144,5720,0,0,16000
9163972,565311,580.9,188.6,-0.179,5701,0,0,16000
9196968,565312,581.1,188.0,-0.160,5697,0,0,16000
9230479,565313,581.0,188.1,-0.273,5671,0,0,16000
9263551,565314,580.5,187.1,-0.623,5461,0,0,16000
9297036,565315,580.3,186.7,-0.628,5440,0,0,16000
9330253,565316,580.2,186.5,-0.621,5238,0,0,16000
9363627,565317,580.2,186.4,-0.635,5310,0,0,16000
9396837,565318,580.2,186.3,-0.660,5204,0,0,16000
9430532,565319,580.0,185.6,-0.894,5540,0,0,16000
9463713,565320,580.0,185.1,-0.920,5314,0,0,16000
9497102,565321,580.0,184.8,-0.935,5337,0,0,16000
9530289,565322,580.0,184.8,-0.942,5519,0,0,16000
9563495,565323,580.1,184.8,-0.933,5324,0,0,16000
9597387,565324,580.1,184.7,-0.925,5340,0,0,16000
9630216,565325,580.2,184.7,-0.904,5270,0,0,16000
9663580,565326,580.4,184.4,-0.870,5469,0,0,16000
9696927,565327,580.3,184.2,-0.877,5453,0,0,16000
9730245,565328,580.2,184.2,-0.882,5351,0,0,16000
9763676,565329,580.3,184.2,-0.873,5359,0,0,16000
9796981,565330,580.3,184.3,-0.896,5474,0,0,16000
9830256,565331,580.4,184.2,-0.877,5350,0,0,16000
9863544,565332,580.3,184.2,-0.873,5448,0,0,16000
9897179,565333,580.6,184.0,-0.910,5504,0,0,16000
9930349,565334,580.7,183.8,-0.909,5449,0,0,16000
9963582,565335,581.1,183.8,-0.955,5732,0,0,16000
9996933,565336,582.0,183.8,-1.030,5778,0,0,16000
10030371,565337,582.4,183.7,-1.094,5695,0,0,16000
10063560,565338,582.4,183.5,-1.078,5773,0,0,16000
10096967,565339,582.7,183.6,-1.123,5974,0,0,16000
10130308,565340,582.7,183.4,-1.083,5720,0,0,16000
10163539,565341,582.6,183.2,-1.086,5784,0,0,16000
10197240,565342,582.5,183.2,-1.111,6014,0,0,16000
10230481,565343,583.1,183.3,-1.150,6067,0,0,16000
10263595,565344,583.2,183.3,-1.147,6033,0,0,16000
10297209,565345,582.9,183.0,-1.149,6218,0,0,16000
10330551,565346,583.2,182.8,-1.172,5962,0,0,16000
10363673,565347,582.8,182.9,-1.092,6111,0,0,16000
10396876,565348,583.2,182.6,-1.148,5739,0,0,16000
10430250,565349,582.8,182.8,-1.048,6168,0,0,16000
10463524,565350,583.0,182.7,-1.067,5972,0,0,16000
10496905,565351,583.0,182.7,-1.050,6023,0,0,16000
10530391,565352,583.1,182.7,-1.053,6072,0,0,16000
10563538,565353,582.8,182.6,-1.040,6289,0,0,16000
10597097,565354,582.9,182.6,-1.037,6156,0,0,16000
10630406,565355,583.0,182.7,-1.123,6278,0,0,16000
10663586,565356,583.6,182.5,-1.229,5753,0,0,16000
10696896,565357,583.0,182.7,-1.156,6212,0,0,16000
10730223,565358,583.3,182.6,-1.219,5959,0,0,16000
10763673,565359,583.5,182.5,-1.197,5962,0,0,16000
10796908,565360,583.2,182.9,-1.151,6228,0,0,16000
10830449,565361,583.9,182.7,-1.240,5995,0,0,16000
10863498,565362,582.3,182.6,-1.108,6046,0,0,16000
10896963,565363,582.4,182.7,-1.106,5969,0,0,16000
10932183,565364,582.7,182.7,-1.143,5865,0,0,16000
10964608,565365,582.4,182.7,-1.079,5902,0,0,16000
10996927,565366,582.4,182.7,-1.089,5751,0,0,16000
11030699,565367,581.8,182.9,-1.071,5577,0,0,16000
11063484,565368,581.9,182.8,-1.076,5591,0,0,16000
11096764,565369,582.0,182.7,-1.096,5655,0,0,16000
11131836,565370,582.1,182.6,-1.064,5534,0,0,16000
11164512,565371,582.1,182.6,-1.062,5589,0,0,16000
11197014,565372,582.0,182.7,-1.066,5724,0,0,16000
11230170,565373,582.2,182.5,-1.061,5603,0,0,16000
11263845,565374,582.5,182.5,-0.975,5345,0,0,16000
11296887,565375,583.8,182.4,-0.551,5595,0,0,16000
11330232,565376,585.4,182.6,-0.231,5737,0,0,16000
11364144,565377,589.5,182.7,-0.065,5845,0,0,16000
11396934,565378,592.4,183.2,-0.063,5857,0,0,16000
11430230,565379,595.0,182.6,-0.016,5855,0,0,16000
11463928,565380,598.5,182.4,-0.021,5760,0,0,16000
11496832,565381,600.5,182.3,0.021,5844,0,0,16000
11530225,565382,602.1,183.0,0.024,5909,0,0,16000
11563455,565383,603.2,183.2,0.026,5884,0,0,16000
11596842,565384,603.3,183.2,0.067,5885,0,0,16000
11630145,565385,603.5,183.2,0.076,5803,0,0,16000
11663529,565386,603.7,183.2,0.077,5896,0,0,16000
11696874,565387,603.8,183.2,0.078,5910,0,0,16000
11730245,565388,603.7,183.2,0.073,5907,0,0,16000
11763629,565389,604.0,183.1,0.091,5860,0,0,16000
11796785,565390,604.3,183.1,0.067,5955,0,0,16000
11830265,565391,604.5,183.2,0.057,5965,0,0,16000
11863580,565392,604.4,183.1,0.066,5963,0,0,16000
11896775,565393,604.5,183.1,0.067,6052,0,0,16000
11930350,565394,604.5,183.2,0.054,5964,0,0,16000
11963607,565395,604.6,183.2,0.054,5939,0,0,16000
11997116,565396,604.6,183.2,0.059,5988,0,0,16000
12030224,565397,604.8,183.1,0.087,5990,0,0,16000
12063584,565398,605.0,183.1,0.070,5920,0,0,16000
12096871,565399,605.4,183.7,0.002,5902,0,0,16000
12130194,565400,605.8,184.4,-0.082,5902,0,0,16000
12163489,565401,605.7,184.3,-0.044,6041,0,0,16000
12196856,565402,606.0,184.4,-0.098,6059,0,0,16000
12230184,565403,606.1,184.7,-0.158,6022,0,0,16000
12263547,565404,606.3,185.1,-0.238,5979,0,0,16000
12296853,565405,606.4,184.9,-0.221,6009,0,0,16000
12330230,565406,606.5,185.1,-0.236,6069,0,0,16000
12363867,565407,606.8,185.5,-0.279,5939,0,0,16000
12396830,565408,607.0,185.3,-0.237,5799,0,0,16000
12430238,565409,606.8,185.0,-0.199,5789,0,0,16000
12463872,565410,607.0,185.5,-0.267,5747,0,0,16000
12496878,565411,607.3,184.8,-0.217,6170,0,0,16000
12530180,565412,607.4,185.1,-0.218,6057,0,0,16000
12563465,565413,607.4,185.0,-0.184,6051,0,0,16000
12596809,565414,607.4,185.1,-0.212,6031,0,0,16000
12630097,565415,607.4,185.4,-0.288,6020,0,0,16000
12663528,565416,607.4,185.4,-0.292,6112,0,0,16000
12697100,565417,607.2,185.4,-0.323,6346,0,0,16000
12730169,565418,607.5,185.4,-0.348,6271,0,0,16000
12763587,565419,607.4,185.2,-0.317,6453,0,0,16000
12797108,565420,607.4,185.4,-0.306,6313,0,0,16000
12830190,565421,607.3,185.3,-0.312,6231,0,0,16000
12863479,565422,607.5,185.1,-0.308,6235,0,0,16000
12896882,565423,607.4,185.3,-0.340,6098,0,0,16000
12930151,565424,607.7,185.3,-0.353,5859,0,0,16000
12963523,565425,608.1,185.5,-0.401,5916,0,0,16000
12996801,565426,608.1,185.4,-0.358,5866,0,0,16000
13030159,565427,608.0,185.6,-0.343,5979,0,0,16000
13063725,565428,607.9,185.2,-0.316,6185,0,0,16000
13096782,565429,608.0,185.6,-0.415,6007,0,0,16000
13130194,565430,607.8,185.4,-0.357,6092,0,0,16000
13163585,565431,607.8,185.1,-0.362,6088,0,0,16000
13196872,565432,607.8,185.0,-0.332,6112,0,0,16000
13230555,565433,608.0,185.4,-0.377,5969,0,0,16000
13263623,565434,608.0,185.5,-0.410,5931,0,0,16000
13297092,565435,608.1,185.3,-0.386,5945,0,0,16000
13330125,565436,608.4,185.5,-0.425,5829,0,0,16000
13363566,565437,608.4,185.3,-0.376,5867,0,0,16000
13396815,565438,608.4,185.3,-0.423,5778,0,0,16000
13430478,565439,608.4,185.4,-0.391,5783,0,0,16000
13463645,565440,608.3,185.5,-0.384,5861,0,0,16000
13496790,565441,608.2,185.2,-0.430,5973,0,0,16000
13530451,565442,608.1,185.2,-0.392,6107,0,0,16000
13563483,565443,608.4,185.6,-0.448,6236,0,0,16000
13596826,565444,608.0,185.5,-0.501,6482,0,0,16000
13630595,565445,608.2,185.6,-0.461,6176,0,0,16000
13663453,565446,608.4,185.6,-0.496,6212,0,0,16000
13696853,565447,607.7,185.4,-0.452,6210,0,0,16000
13730161,565448,606.1,183.6,-0.280,6121,0,0,16000
13763513,565449,605.6,183.1,-0.211,6033,0,0,16000
13796845,565450,606.2,182.7,-0.387,6115,0,0,16000
13832056,565451,607.2,181.4,-0.420,6013,0,0,16000
13863511,565452,607.9,180.6,-0.576,5886,0,0,16000
13897071,565453,608.5,179.8,-0.625,5612,0,0,16000
13930181,565454,608.4,179.7,-0.616,5647,0,0,16000
13963840,565455,608.5,179.8,-0.610,5716,0,0,16000
13997021,565456,608.4,179.7,-0.622,5715,0,0,16000
14030112,565457,608.5,179.7,-0.595,5734,0,0,16000
14067484,565458,608.5,179.6,-0.564,5495,0,0,16000
14096912,565459,608.4,179.8,-0.565,5581,0,0,16000
14130236,565460,608.6,179.8,-0.508,5488,0,0,16000
14163624,565461,609.0,179.8,-0.327,5602,0,0,16000
14196867,565462,610.1,180.0,-0.190,5706,0,0,16000
14230356,565463,611.3,180.1,-0.066,5766,0,0,16000
14264012,565464,612.9,180.8,0.062,5728,0,0,16000
14296995,565465,613.9,181.5,0.378,5833,0,0,16000
14330196,565466,615.4,183.1,0.690,6043,0,0,16000
14363443,565467,616.8,185.6,0.701,6072,0,0,16000
14396843,565468,617.4,186.1,0.686,6084,0,0,16000
14430118,565469,617.6,186.3,0.691,6156,0,0,16000
14463447,565470,617.7,186.3,0.700,6172,0,0,16000
14496819,565471,617.7,186.3,0.708,6032,0,0,16000
14530402,565472,617.7,186.3,0.702,6101,0,0,16000
14563508,565473,617.7,186.3,0.706,6112,0,0,16000
14596866,565474,617.7,186.2,0.710,6086,0,0,16000
14630130,565475,617.9,186.5,0.698,6052,0,0,16000
14663589,565476,618.2,187.0,0.697,6134,0,0,16000
14696758,565477,618.4,187.1,0.676,6197,0,0,16000
14730033,565478,618.5,187.1,0.684,6221,0,0,16000
